id;source;sample_name;suite_by_autor;classification_peate92;classification_peate97;latitude;longitude;elevation;localization;SiO2_nr;TiO2_nr;Al2O3_nr;FeO_nr;Fe2O3_nr;FeOt_nr;Fe2O3t_nr;MnO_nr;MgO_nr;CaO_nr;Na2O_nr;K2O_nr;P2O5_nr;LOI_nr;total_nr;SiO2;TiO2;Al2O3;Fe2O3t;MnO;MgO;CaO;Na2O;K2O;P2O5;total;Ti/Y;Ti/Zr;Zr/Y;Sr/Y;Ba/Y;Ba;Rb;Sr;Y;Zr;Nb;Ni;Cr;Sc;Co;La;Ce;Nd;Sm;Eu;Tb;Yb;Lu;Hf;Ta;Th;U;Pb;V;Cu;Zn;Ga;Cs;87Sr/86Sr_m;87Sr/86Sr_r;143Nd/144Nd_m;143Nd/144Nd_r;206Pb/204Pb_m;206Pb/204Pb_r;207Pb/204Pb_m;207Pb/204Pb_r;208Pb/204Pb_m;208Pb/204Pb_r;Coluna1;Coluna2
;Ruegg. 1976;S685;;;;;;;;53.6;2.88;14.4;;;;12.11;0.18;3.38;6.9;2.88;2.73;0.0;0.71;99.77;54.11;2.91;14.54;12.22;0.18;3.41;6.97;2.91;2.76;0.0;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N364;;;;;;;;53.7;3.9;9.39;;;;15.25;0.19;2.63;6.52;3.6;2.24;1.03;1.78;100.23;54.55;3.96;9.54;15.49;0.19;2.67;6.62;3.66;2.28;1.05;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N375;;;;;;;;53.9;2.43;12.65;;;;14.62;0.24;3.21;6.42;2.82;1.98;0.0;1.21;99.48;54.85;2.47;12.87;14.88;0.24;3.27;6.53;2.87;2.01;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T86;;;;;;;;54.48;0.0;14.35;;;;15.57;0.0;2.85;6.01;2.68;1.59;0.0;2.79;100.32;55.86;0.0;14.71;15.96;0.0;2.92;6.16;2.75;1.63;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S48;;;;;;;;54.5;1.61;12.9;;;;13.29;0.2;4.61;8.08;2.53;1.54;0.0;0.85;100.11;54.91;1.62;13.0;13.39;0.2;4.64;8.14;2.55;1.55;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N380;;;;;;;;54.7;2.94;11.1;;;;13.92;0.15;3.97;7.25;2.25;1.42;0.0;1.98;99.68;55.99;3.01;11.36;14.25;0.15;4.06;7.42;2.3;1.45;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N384;;;;;;;;54.7;2.87;13.0;;;;13.18;0.21;2.97;6.94;2.97;1.98;0.0;0.88;99.7;55.35;2.9;13.16;13.34;0.21;3.01;7.02;3.01;2.0;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N362;;;;;;;;54.8;3.16;10.05;;;;14.14;0.19;2.5;5.92;3.89;2.51;0.98;1.91;100.05;55.84;3.22;10.24;14.41;0.19;2.55;6.03;3.96;2.56;1.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;TS7;;;;;;;;55.0;1.8;13.5;;;;11.9;0.0;4.4;7.0;2.5;1.9;0.0;2.5;100.5;56.12;1.84;13.78;12.14;0.0;4.49;7.14;2.55;1.94;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T89;;;;;;;;55.3;2.0;14.7;;;;13.0;0.0;3.2;7.4;2.3;1.7;0.07;0.7;100.37;55.48;2.01;14.75;13.04;0.0;3.21;7.42;2.31;1.71;0.07;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T90;;;;;;;;55.47;1.78;12.55;;;;13.63;0.19;3.48;6.79;2.82;3.04;0.25;1.2;101.2;55.47;1.78;12.55;13.63;0.19;3.48;6.79;2.82;3.04;0.25;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T91;;;;;;;;55.51;1.69;13.36;;;;12.93;0.13;3.21;5.82;2.96;2.83;0.09;1.63;100.16;56.34;1.72;13.56;13.12;0.13;3.26;5.91;3.0;2.87;0.09;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T92;;;;;;;;55.6;1.89;12.72;;;;13.51;0.12;2.77;6.32;3.11;1.82;0.25;1.73;99.84;56.67;1.93;12.97;13.77;0.12;2.82;6.44;3.17;1.86;0.25;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T93;;;;;;;;55.88;2.08;12.69;;;;14.92;0.15;4.12;7.67;3.09;1.61;0.24;1.53;103.98;54.54;2.03;12.39;14.56;0.15;4.02;7.49;3.02;1.57;0.23;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T94;;;;;;;;56.41;1.46;13.41;;;;12.99;0.11;2.86;6.48;2.45;2.57;0.28;0.92;99.94;56.97;1.47;13.54;13.12;0.11;2.89;6.54;2.47;2.6;0.28;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T97;;;;;;;;56.6;0.7;13.7;;;;9.86;0.01;4.28;0.92;4.0;4.1;0.05;2.7;96.92;60.07;0.74;14.54;10.46;0.01;4.54;0.98;4.25;4.35;0.05;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S307;;;;;;;;56.7;2.89;12.3;;;;12.5;0.18;2.22;4.38;2.9;3.1;0.0;1.55;98.72;58.35;2.97;12.66;12.86;0.19;2.28;4.51;2.98;3.19;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T95;;;;;;;;57.05;1.66;12.48;;;;12.6;0.19;2.37;5.75;2.51;2.97;0.19;2.12;99.89;58.35;1.7;12.76;12.89;0.19;2.42;5.88;2.57;3.04;0.19;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;T96;;;;;;;;57.05;1.76;13.17;;;;13.11;0.14;2.06;6.15;2.1;2.91;0.1;1.34;99.89;57.89;1.79;13.36;13.3;0.14;2.09;6.24;2.13;2.95;0.1;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N317;;;;;;;;57.1;1.31;13.6;;;;9.67;0.13;3.57;5.13;2.98;2.74;0.0;2.29;98.52;59.34;1.36;14.13;10.05;0.14;3.71;5.33;3.1;2.85;0.0;100.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S639;;;;;;;;58.0;3.26;15.7;;;;7.06;0.09;1.42;5.7;3.39;2.7;0.0;1.13;98.45;59.6;3.35;16.13;7.25;0.09;1.46;5.86;3.48;2.77;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;N378;;;;;;;;58.7;1.82;10.15;;;;11.63;0.15;4.19;7.59;2.46;1.18;0.0;1.45;99.32;59.98;1.86;10.37;11.88;0.15;4.28;7.76;2.51;1.21;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S636;;;;;;;;59.5;1.9;15.05;;;;8.33;0.15;2.13;4.02;3.87;4.07;0.0;0.84;99.86;60.09;1.92;15.2;8.41;0.15;2.15;4.06;3.91;4.11;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ruegg. 1976;S1560;;;;;;;;59.7;2.51;11.25;;;;13.03;0.17;3.48;6.56;1.79;1.44;0.0;0.55;100.48;59.74;2.51;11.26;13.04;0.17;3.48;6.56;1.79;1.44;0.0;99.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-29 ;Gramado ;;;-29.65;-51.18;;south;45.88;1.53;14.75;;;;14.5;0.15;3.82;7.29;2.79;1.64;0.24;6.43;99.02;49.55;1.65;15.93;15.66;0.16;4.13;7.87;3.01;1.77;0.26;99.99;305.92;49.19;6.22;5.22;8.28;265.0;35.0;167.0;32.0;199.0;18.0;82;140;;;28.6;60.0;24.0;5.5;1.6;0.9;2.9;0.43;4.6;0.0;5.8;1.1;;267.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-24 ;Gramado ;;;-29.65;-51.18;;south;47.16;1.4;14.62;;;;11.25;0.2;4.78;8.18;2.94;2.5;0.21;5.18;98.42;50.58;1.5;15.68;12.07;0.21;5.13;8.77;3.15;2.68;0.23;100.0;306.88;51.15;6.0;7.17;10.83;314.0;68.0;208.0;29.0;174.0;16.0;92;117;;;24.7;57.0;26.0;5.3;1.5;1.1;3.1;0.43;5.0;0.0;6.1;1.2;;401.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-22 ;Gramado ;;;-29.65;-51.18;;south;49.5;1.32;14.77;;;;10.51;0.16;4.69;8.22;2.79;2.3;0.2;4.89;99.35;52.4;1.4;15.64;11.13;0.17;4.97;8.7;2.95;2.43;0.21;100.0;296.65;49.44;6.0;6.5;12.14;340.0;71.0;182.0;28.0;168.0;17.0;89;114;;;23.1;53.0;22.0;5.0;1.4;1.0;2.9;0.37;4.4;0.0;5.4;0;;336.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-25 ;Gramado ;;;-29.65;-51.18;;south;49.72;1.33;15.05;;;;10.68;0.18;5.09;8.42;2.89;1.57;0.2;4.57;99.7;52.27;1.4;15.82;11.23;0.19;5.35;8.85;3.04;1.65;0.21;100.01;296.65;48.29;6.14;7.61;12.61;353.0;52.0;213.0;28.0;172.0;17.0;92;108;;;23.2;50.0;21.0;4.7;1.4;1.4;2.6;0.38;4.0;0.0;5.5;;;346.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-07 ;Gramado ;;;-29.65;-51.18;;south;50.99;1.3;14.28;;;;10.25;0.2;5.49;8.09;2.22;2.14;0.24;3.8;99.0;53.56;1.37;15.0;10.77;0.21;5.77;8.5;2.33;2.25;0.25;100.01;280.28;52.44;5.34;6.03;14.1;409.0;;175.0;29.0;155.0;10.0;94;180;;;;46.0;;;;;;;;20.0;;;;;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-06 ;Gramado ;;;-29.65;-51.18;;south;51.26;1.39;13.3;;;;10.89;0.17;5.83;8.53;2.31;0.87;0.23;3.2;97.98;54.08;1.47;14.03;11.49;0.18;6.15;9.0;2.44;0.92;0.24;100.0;311.48;55.91;5.57;6.46;12.71;356.0;;181.0;28.0;156.0;10.0;88;170;;;;52.0;;;;;;;;20.0;;;;;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-21 ;Gramado ;;;-29.65;-51.18;;south;52.39;1.32;14.94;;;;10.7;0.16;4.43;8.19;3.05;2.34;0.2;1.46;99.18;53.61;1.35;15.29;10.95;0.16;4.53;8.38;3.12;2.39;0.2;99.98;286.06;44.75;6.39;6.79;12.79;358.0;53.0;190.0;28.0;179.0;16.0;89;112;;;22.2;45.0;19.0;4.6;1.4;0.8;2.5;0.39;3.5;1.0;5.3;1;;314.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-17 ;Gramado ;;;-29.65;-51.18;;south;53.23;1.24;14.49;;;;8.96;0.16;4.93;9.14;2.28;1.54;0.16;0.97;97.1;55.37;1.29;15.07;9.32;0.17;5.13;9.51;2.37;1.6;0.17;100.0;294.37;50.02;5.88;7.65;11.62;302.0;48.0;199.0;26.0;153.0;13.0;101;125;;;20.4;44.0;18.0;4.2;1.2;0.9;2.4;0.34;3.4;0.0;4.6;0.7;;265.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-19 ;Gramado ;;;-29.65;-51.18;;south;53.4;1.26;14.46;;;;10.54;0.17;5.04;8.96;2.41;1.68;0.19;0.82;98.93;54.43;1.28;14.74;10.74;0.17;5.14;9.13;2.46;1.71;0.19;99.99;281.27;48.06;5.85;7.07;11.56;312.0;67.0;191.0;27.0;158.0;14.0;100;139;;;21.4;47.0;19.0;4.4;1.3;0.6;2.7;0.34;4.2;0.0;5.2;0.9;;276.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-20 ;Gramado ;;;-29.65;-51.18;;south;53.59;1.25;14.76;;;;10.02;0.16;4.93;8.76;2.58;1.79;0.19;0.53;98.56;54.67;1.28;15.06;10.22;0.16;5.03;8.94;2.63;1.83;0.19;100.01;292.09;49.0;5.96;7.35;12.62;328.0;59.0;191.0;26.0;155.0;13.0;103;132;;;21;42.0;18.0;4.3;1.2;0.8;2.5;0.36;3.9;0.0;4.6;0.9;;270.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-18 ;Gramado ;;;-29.65;-51.18;;south;53.66;1.24;14.61;;;;10.37;0.16;4.95;9.24;2.32;1.57;0.19;1.03;99.34;54.58;1.26;14.86;10.55;0.16;5.04;9.4;2.36;1.6;0.19;100.0;276.87;45.58;6.07;7.41;11.22;303.0;44.0;200.0;27.0;164.0;15.0;99;131;;;20.9;45.0;18.0;4.3;1.3;0.8;2.5;0.35;4.5;0.0;4.7;0.9;;269.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-12 ;Gramado ;;;-29.65;-51.18;;south;53.66;1.38;14.69;;;;9.99;0.17;5.47;8.58;2.65;1.11;0.2;1.5;99.4;54.81;1.41;15.01;10.2;0.17;5.59;8.76;2.71;1.13;0.2;99.99;309.83;56.91;5.44;7.56;14.59;394.0;;204.0;27.0;147.0;10.0;80;170;;;;46.0;;;;;;;;23.0;;;;;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-01 ;Gramado ;;;-29.65;-51.18;;south;53.73;1.25;14.57;;;;9.58;0.16;4.89;9.2;2.32;1.56;0.19;1.12;98.57;55.14;1.28;14.95;9.83;0.16;5.02;9.44;2.38;1.6;0.19;99.99;281.27;48.06;5.85;7.41;11.33;306.0;47.0;200.0;27.0;158.0;19.0;98;137;;;21.4;44.0;22.0;4.4;1.2;0.9;2.6;0.36;3.0;0.0;4.0;0.9;;271.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-15 ;Gramado ;;;-29.65;-51.18;;south;53.73;1.27;14.38;;;;10.46;0.18;4.96;9.03;2.29;1.66;0.19;1.28;99.43;54.74;1.29;14.65;10.66;0.18;5.05;9.2;2.33;1.69;0.19;99.98;283.47;47.54;5.96;7.44;11.52;311.0;61.0;201.0;27.0;161.0;14.0;101;129;;;21.2;45.0;21.0;4.4;1.3;0.9;2.5;0.37;3.9;1.0;5.0;0.9;;273.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-16 ;Gramado ;;;-29.65;-51.18;;south;53.77;1.27;14.47;;;;10.39;0.16;4.94;9.18;2.33;1.61;0.19;0.98;99.29;54.69;1.29;14.72;10.57;0.16;5.02;9.34;2.37;1.64;0.19;99.99;283.47;48.75;5.81;7.44;11.37;307.0;42.0;201.0;27.0;157.0;13.0;97;140;;;21.1;46.0;23.0;4.5;1.2;1.0;2.6;0.35;3.6;0.0;4.9;0.9;;276.0;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-05 ;Gramado ;;;-29.65;-51.18;;south;53.97;1.29;14.5;;;;9.89;0.15;5.25;8.51;2.44;1.09;0.2;1.2;98.49;55.47;1.33;14.9;10.17;0.15;5.4;8.75;2.51;1.12;0.21;100.01;292.26;54.8;5.33;7.59;13.93;376.0;;205.0;27.0;144.0;10.0;92;180;;;;48.0;;;;;;;;20.0;;;;;;;;;;;;;;;;;;;;
;Shenato. 2003;BP-02 ;Gramado ;;;-29.65;-51.18;;south;53.99;1.26;14.8;;;;9.87;0.16;5.5;9.09;2.15;0.97;0.19;1.6;99.58;55.1;1.29;15.11;10.07;0.16;5.61;9.28;2.19;0.99;0.19;99.99;294.37;57.98;5.08;8.08;14.08;366.0;;210.0;26.0;132.0;10.0;85;220;;;;39.0;;;;;;;;20.0;;1.2;;;;;;;;;;;;;;;;;;
;Squisato. 2008;SKS621;Urubici ;;;;;;north;49.18;2.39;13.45;;;;14.15;0.19;3.98;8.23;2.99;1.31;0.61;0.87;97.35;50.97;2.48;13.94;14.67;0.2;4.13;8.53;3.1;1.36;0.63;100.01;333.65;49.86;6.69;15.34;14.02;618.3;39.1;676.3;44.1;295.1;34.9;40.2;94;;;41.55;93.47;51.9;10.77;3.22;;2.96;0.43;;;;;;;;;;;;;;;;;;;;;;
;Squisato. 2008;SKS725;Paranapanema ;;;;;;north;49.64;1.91;13.25;;;;14.5;0.21;5.96;10.01;2.11;0.71;0.21;1.03;99.54;50.39;1.94;13.45;14.72;0.21;6.05;10.16;2.14;0.72;0.21;99.99;418.55;77.98;5.37;11.27;10.92;300.2;11.3;310.0;27.5;147.6;12.4;54.8;151.6;;;18.34;39.1;22.17;4.94;1.73;;2.71;0.41;;;;;;;;;;;;;;;;;;;;;;
;Squisato. 2008;SKS692;Pitanga ;;;;;;north;50.53;3.72;12.87;;;;15.16;0.21;4.42;8.45;2.44;1.45;0.44;0.63;100.32;50.69;3.73;12.91;15.21;0.21;4.43;8.48;2.45;1.45;0.44;100.0;526.91;87.54;6.02;11.75;12.65;531.1;30.7;493.4;42.0;252.8;23.8;27.1;44.6;;;32.6;72.6;41.58;8.76;2.82;;2.95;0.41;;;;;;;;;;;;;;;;;;;;;;
;Squisato. 2008;SKS710;Paranapanema ;;;;;;north;50.59;2.38;13.04;;;;15.25;0.22;4.93;9.4;2.37;0.7;0.28;0.9;100.06;51.02;2.4;13.15;15.38;0.22;4.97;9.48;2.39;0.71;0.28;100.0;390.12;76.43;5.1;7.73;14.64;534.3;22.8;282.0;36.5;186.3;15.4;55.8;189.7;;;22.8;48.63;27.03;6.06;2.0;;3.47;0.51;;;;;;;;;;;;;;;;;;;;;;
;Squisato. 2008;SKS675;Pitanga ;;;;;;north;51.62;3.48;13.26;;;;14.35;0.21;4.21;8.14;2.54;1.6;0.42;0.97;100.8;51.71;3.49;13.28;14.37;0.21;4.22;8.15;2.54;1.6;0.42;99.99;498.94;70.86;7.04;12.05;13.31;552.5;31.9;500.1;41.5;292.2;27.1;25.7;70.9;;;33.97;76.72;43.55;9.18;2.83;;2.92;0.42;;;;;;;;;;;;;;;;;;;;;;
;Titon. 2016;L118-b1;Paranapanema;;;;;;south;49.42;2.27;12.96;;;;14.97;0.21;5.46;9.58;2.41;0.99;0.24;1.1;99.61;50.17;2.3;13.16;15.2;0.21;5.54;9.72;2.45;1.0;0.24;99.99;498.03;91.77;5.43;13.8;11.42;313.0;20.6;378.2;27.4;148.7;13.1;26.4;130;;45.8;20.5;44.1;25.5;5.4;1.8;0.9;2.7;0.4;4.2;0.9;2.4;0.5;0.8;493.0;323.7;68;19.1;;;;;;;;;;;;;
;Titon. 2016;L34-b2;Paranapanema;;;;;;south;49.76;2.28;12.93;;;;14.94;0.2;5.53;9.41;2.47;1.01;0.24;0.9;99.67;50.38;2.31;13.09;15.13;0.2;5.6;9.53;2.5;1.02;0.24;100.0;527.12;87.74;6.01;14.13;12.08;314.0;20.4;367.3;26.0;156.2;13.1;24.9;150;;43.2;22.1;46.2;24.6;5.3;1.8;0.9;2.5;0.4;4.3;0.8;2.6;0.4;0.7;485.0;206;63;17.7;;;;;;;;;;;;;
;Titon. 2016;L24-a1;Paranapanema;;;;;;south;49.83;2.45;12.74;;;;15.14;0.23;4.77;9.78;2.47;1.04;0.27;0.6;99.32;50.48;2.48;12.91;15.34;0.23;4.83;9.91;2.5;1.05;0.27;100.0;492.1;95.11;5.17;12.22;10.78;322.3;21.7;365.5;29.9;154.7;13.9;;;;;22.1;47.4;24.8;5.9;1.9;0.9;2.6;0.4;3.9;;2.5;0.5;3.6;;;101;;;;;;;;;;;;;;
;Titon. 2016;L24-k2;Paranapanema;;;;;;south;52.37;2.73;11.94;;;;15.11;0.16;3.82;6.31;2.83;1.93;0.65;0.87;98.72;53.52;2.79;12.2;15.44;0.16;3.9;6.45;2.89;1.97;0.66;99.98;368.67;54.56;6.76;8.31;12.72;571.3;48.0;373.1;44.9;303.4;42.9;;;;;44.9;94.6;48.5;10.6;3.2;1.5;4.2;0.6;7.8;;5.1;1;6.2;;;126;;;;;;;;;;;;;;
;Torres. 2008;PMA206;Paranapanema;;;21º13'23.4''S;50º25''25.7''W;;north;48.83;1.95;12.73;;;;9.38;0.21;5.14;8.88;3.54;1.25;0.24;2.25;94.4;52.99;2.12;13.81;10.18;0.23;5.58;9.64;3.84;1.36;0.26;100.01;546.87;88.58;6.17;13.61;15.04;346.0;15.0;313.0;23.0;142.0;20.0;47;130;;;16.7;37.5;19.3;4.7;1.5;;2.4;0.33;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA454;Paranapanema;;;21º13'23.4''S;50º25''25.7''W;;north;49.76;2.57;13.4;;;;6.66;0.2;5.17;9.52;2.61;0.51;0.27;0.78;91.45;54.88;2.83;14.78;7.35;0.22;5.7;10.5;2.88;0.56;0.3;100.0;559.68;106.27;5.27;13.83;10.6;318.0;6.0;415.0;30.0;158.0;19.0;45;132;;;19.5;43.6;22.7;5.3;1.7;;2.1;0.27;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA774;Pitanga;;;21º13'23.4''S;50º25''25.7''W;;north;50.01;3.66;12.68;;;;8.7;0.21;4.51;8.55;2.65;0.95;0.49;0.98;93.39;54.12;3.96;13.72;9.41;0.23;4.88;9.25;2.87;1.03;0.53;100.0;734.21;92.86;7.91;15.38;16.25;520.0;2.0;492.0;32.0;253.0;25.0;61;92;;;29.3;68.8;36.5;8.2;2.3;;2.5;0.33;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA904;Pitanga ou Paranapanema;;;21º13'23.4''S;50º25''25.7''W;;north;50.07;3.12;12.55;;;;7.62;0.21;4.63;8.4;2.61;1.15;0.47;1.81;92.64;55.12;3.43;13.82;8.39;0.23;5.1;9.25;2.87;1.27;0.52;100.0;598.54;95.54;6.26;12.0;14.62;497.0;17.0;408.0;34.0;213.0;23.0;34;115;;;33.4;77.3;40.7;8.9;2.6;;2.7;0.35;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA314;Pitanga;;;21º13'23.4''S;50º25''25.7''W;;north;50.1;3.56;12.72;;;;7.13;0.23;4.45;8.48;2.66;1.18;0.52;0.17;91.2;55.04;3.91;13.97;7.83;0.25;4.89;9.32;2.92;1.3;0.57;100.0;539.49;105.45;5.12;9.44;9.63;414.0;5.0;406.0;43.0;220.0;22.0;31;99;;;28.3;65.8;33.4;7.4;2.2;;2.9;0.38;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA34;Paranapanema;;;21º13'23.4''S;50º25''25.7''W;;north;50.3;2.03;12.91;;;;6.49;0.22;4.96;9.3;2.9;0.6;0.3;1.0;91.01;55.88;2.26;14.34;7.21;0.24;5.51;10.33;3.22;0.67;0.33;99.99;362.39;86.51;4.19;11.38;9.95;368.0;8.0;421.0;37.0;155.0;15.0;46;122;;;17.5;40.8;20.1;4.8;1.5;;3.4;0.49;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA390;Pitanga ou Paranapanema;;;21º13'23.4''S;50º25''25.7''W;;north;50.37;3.01;12.89;;;;10.3;0.21;5.0;8.79;2.58;1.26;0.36;0.56;95.33;53.15;3.18;13.6;10.87;0.22;5.28;9.28;2.72;1.33;0.38;100.01;571.73;92.94;6.15;11.97;12.18;402.0;10.0;395.0;33.0;203.0;14.0;54;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA422;Pitanga ou Paranapanema;;;21º13'23.4''S;50º25''25.7''W;;north;50.44;3.23;12.46;;;;6.2;0.21;4.66;8.45;2.8;0.78;0.35;1.07;90.65;56.31;3.61;13.91;6.92;0.23;5.2;9.43;3.13;0.87;0.39;100.0;823.77;102.97;8.0;16.08;12.73;331.0;18.0;418.0;26.0;208.0;27.0;39;129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA248;Paranapanema;;;21º13'23.4''S;50º25''25.7''W;;north;50.72;1.95;13.25;;;;9.47;0.2;5.41;9.19;2.38;1.01;0.22;0.05;93.85;54.07;2.08;14.13;10.1;0.21;5.77;9.8;2.54;1.08;0.23;100.01;398.09;84.52;4.71;8.94;10.84;336.0;8.0;277.0;31.0;146.0;14.0;46;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA164;Paranapanema;;;21º13'23.4''S;50º25''25.7''W;;north;50.85;1.88;13.26;;;;9.06;0.21;5.73;9.75;2.35;0.67;0.23;0.45;94.44;54.1;2.0;14.11;9.64;0.22;6.1;10.37;2.5;0.71;0.24;99.99;439.48;81.83;5.37;11.41;9.52;257.0;2.0;308.0;27.0;145.0;13.0;58;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA344;Pitanga;;;21º13'23.4''S;50º25''25.7''W;;north;51.08;3.14;13.09;;;;8.5;0.2;4.94;8.3;2.69;0.87;0.34;0.2;93.35;54.84;3.37;14.05;9.13;0.21;5.3;8.91;2.89;0.93;0.37;100.0;571.26;100.98;5.66;8.83;14.23;498.0;9.0;309.0;35.0;198.0;21.0;55;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA828;Pitanga;;;21º13'23.4''S;50º25''25.7''W;;north;51.49;3.74;12.22;;;;8.75;0.23;4.26;7.81;2.54;1.6;0.61;0.5;93.75;55.22;4.01;13.1;9.38;0.25;4.57;8.38;2.72;1.72;0.65;100.0;506.2;88.12;5.74;9.64;12.15;571.0;15.0;453.0;47.0;270.0;22.0;40;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PMA68;Paranapanema;;;21º13'23.4''S;50º25''25.7''W;;north;52.01;2.06;12.68;;;;9.15;0.21;5.01;8.91;2.41;0.99;0.26;0.23;93.92;55.51;2.2;13.53;9.77;0.22;5.35;9.51;2.57;1.06;0.28;100.0;383.9;85.87;4.47;8.35;8.44;287.0;18.0;284.0;34.0;152.0;13.0;46;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Torres. 2008;PM74;Paranapanema;;;21º13'23.4''S;50º25''25.7''W;;north;52.05;1.77;12.95;;;;5.51;0.22;5.11;9.09;2.51;1.05;0.27;0.41;90.94;57.49;1.96;14.3;6.09;0.24;5.64;10.04;2.77;1.16;0.3;99.99;375.12;82.47;4.55;10.42;10.87;337.0;6.0;323.0;31.0;141.0;16.0;49;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
